dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog_dense,1700,7254,G,G,G,1,1,both_success,True,10,True,G,1,both_success,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal,ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[23985, 29328]","[26774, 27236, 29292, 2536, 1586, 29469, 7254, 20718, 2088, 21513]","[26774, 27236, 29292, 2536, 1586, 29469, 7254, 20718, 2088, 21513]","Candidate G has a positive BI co-occurrence signal (2), which is the only item in the list with a non-zero BI signal, suggesting it is frequently bundled with the items in the partial outfit in the training data.",1. 一字带中空单鞋女粗跟凉鞋2019春夏新款百搭显瘦仙女高跟鞋休闲鞋; 2. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰,A. 于momo2018秋装新款chic韩风裤子黑色牛仔裤修身百搭铅笔裤小脚裤; B. 粗跟毛毛拖鞋女2018秋季新款兔毛包头中跟蝴蝶结尖头绒面ins半拖; C. 瞌睡兔定制粉色格子百褶裙子a字短款高腰半身裙夏女2019新款; D. 秋冬季连衣裙女2017新款韩版时尚冬天加厚中长款毛衣过膝针织裙子; E. 艾特逆光女装2018新款bf百搭纯色logo卫衣女学生宽松韩版ulzzang; F. 夏装2019新款女雪纺连衣裙时尚中长款荷叶袖小清新条纹印花裙子仙; G. Mexican/稻草人女包手提包包女2019新款时尚百搭女式单肩斜挎包潮; H. MIUCO刺绣花亮片蕾丝边短袖荷叶边A字裙连衣裙k; I. SC2019春夏季新款黄色短袖衬衫连衣裙女法式小众气质浪漫中长裙子; J. 花栗鼠小姐 波西米亚连衣裙女夏2019新款中裙压褶温柔风吊带裙
pog_dense,1718,2855,E,D,E,0,1,fail_to_success,True,10,True,,,,metadata_fit|bi_signal,bi_signal,metadata_fit,high,"[13625, 8839]","[23826, 19503, 23880, 15350, 2855, 3517, 6996, 20334, 10534, 4571]","[23826, 19503, 23880, 15350, 2855, 3517, 6996, 20334, 10534, 4571]","The partial outfit consists of women's casual clothing (a T-shirt and sneakers). Option E (earrings) has a significantly higher BI co-occurrence signal (26) compared to other options, suggesting it is frequently purchased or styled with similar women's fashion items, whereas other options are either gender-mismatched (men's clothing) or less relevant accessories.",1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2. 艾特逆光女装夏季中长款黑色短袖t恤女2019新款宽松韩版学生上衣,A. 与格秋季2018新款鳄鱼皮纹星星小脏鞋脏脏鞋休闲运动鞋; B. LMTNZD夏季新款男士短袖T恤 圆领带口袋韩版宽松休闲潮流纯棉上衣; C. 云无缰原创棉麻民族男士风衣中长款外套春秋大衣披风男【战旗】; D. 连帽外套女薄款2018秋装新款潮牌撞色嘻哈棒球服学生休闲运动开衫; E. ZENGLIU小圆圈耳钉女气质短耳坠简约百搭韩国耳环冷淡风银针耳饰; F. 西西里男装春季宽松假日休闲复古港风chic衬衫条纹棉质上衣男韩版; G. 热风冬款小清新系带女士休闲鞋平跟单鞋青年高帮鞋H91W7411; H. 花栗鼠小姐 2019秋冬新品 穿上心情好~ 彩虹条纹圆领针织衫打底衫; I. 花栗鼠小姐 夏季女装仙气质上衣甜美小清新v领显瘦荷叶边文艺衬衫; J. 早秋慵懒风卫衣女中长款薄款松松垮垮上衣连帽宽松长款卫衣裙过膝
pog_dense,1790,4451,D,C,B,0,0,both_fail,True,10,True,B,0,both_fail,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[24282, 24847]","[12863, 5586, 15071, 4451, 14933, 13146, 7211, 2489, 79, 12315]","[12863, 5586, 15071, 4451, 14933, 13146, 7211, 2489, 79, 12315]","Option B has a strong positive BI co-occurrence signal (bi_signal: 1) and the highest BI LightGCN similarity score (0.9259), indicating it is frequently purchased or styled with the items in the partial outfit (loafers and earrings).",1. 依思q2018春秋新款chic复古单鞋乐福鞋子粗跟低跟英伦风小皮鞋女; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 麦叙《醉红妆》复古红色可爱毛呢外套女冬季新款中长款加厚大衣; B. 九分阔腿裤女夏2019新款韩版薄款高腰哈伦裤白色休闲裤萝卜裤子; C. 2018新款韩版格子裙子中长款连衣裙夏季学生春装宽松百搭小清新; D. Awu 红色V领套头亮晶晶超火毛衣女2018秋冬中长款亮丝气质毛衣裙; E. 月老家 街头原宿人物图案个性字母露脐高腰宽松短款连帽卫衣女冬; F. BLACK HEAD黑头设计师潮牌女款时尚欧美夸张珍珠镶嵌开口钛钢手环; G. 小宜定制 打底连衣裙女2018秋季韩版显瘦修身V领高弹力针织长裙; H. 鞋大师2018秋季新款马衔扣毛毛拖鞋外穿真皮包头平底半拖懒人鞋女; I. 九月陌墨 2019夏季新款女装字母印花短袖T恤女 简约休闲常规体恤; J. DB女包夏季包包女2018新款潮百搭斜挎手提包春季韩版透明果冻包女
pog_dense,1818,13206,E,F,E,0,1,fail_to_success,True,10,True,E,1,both_success,bi_signal|embedding_similarity,bi_signal,embedding_similarity,medium,"[29343, 14390]","[26055, 18557, 30750, 12547, 13206, 30606, 13254, 2621, 28740, 21301]","[26055, 18557, 30750, 12547, 13206, 30606, 13254, 2621, 28740, 21301]","The partial outfit consists of a small bag and a baseball cap, which are casual, spring/summer accessories. Option E (Bata white sneakers) has a positive BI co-occurrence signal (3), indicating it is frequently paired with similar items in fashion bundles, making it the most logical completion for a casual outfit.",1. 小包包网红春款夏季时尚韩版洋气质感百搭单肩链条学生斜挎女包; 2. 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽,A. 秋冬新款马海毛2018均码宽松慵懒风毛衣外套女中长款加厚针织开衫; B. 【清仓】唐家欧美春装新款女镂空修身A字裙短袖针织连衣裙小黑裙; C. Senda/森达夏季专柜同款时尚优雅女一字带粗跟高跟鞋凉鞋3QV10BL7; D. 纽芝兰斜挎包2019新款潮韩版百搭格子女士时尚网红包包夏季单肩包; E. 百思图2018春季新品专柜牛皮猫咪小白鞋休闲鞋板鞋YPQ01AM8; F. 也桃原创简约极简几何线条耳环耳坠饰品925纯银耳勾无耳洞耳夹; G. K家格子裤女韩版长裤2019春秋新款宽松系带复古显瘦萝卜裤秋高腰; H. ZZ名品2018冬季新款羊毛针织半身裙女高腰包臀裙中长裙子C8127; I. 素木假两件拼接连帽呢大衣女冬2018新款中长款韩版毛呢外套2113; J. 百搭潮鞋情侣春季小白鞋男士休闲白鞋运动板鞋白色韩版潮流男鞋子
pog_dense,1851,18215,D,F,F,0,0,both_fail,True,10,True,A,0,both_fail,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[18106, 5973]","[18429, 3425, 21944, 18215, 24189, 7448, 26329, 22373, 12128, 12442]","[18429, 3425, 21944, 18215, 24189, 7448, 26329, 22373, 12128, 12442]","The partial outfit consists of casual sneakers and a casual summer T-shirt. Option F (jeans) is a highly complementary item for this casual, student-style outfit. It also has a very high bi_lightgcn_similarity score (0.9089), indicating strong compatibility with the existing items in the bundle.",1. 【祥云版】回力女鞋帆布鞋百搭小白鞋情侣板鞋学生运动休闲鞋子秋; 2. 韩都衣舍2018韩版女装夏装新款潮学生宽松上衣短袖T恤AA10293玎,A. 范智乔 棉绸一字肩连衣裙女夏2018新款心机裙子设计感仙女裙 超仙; B. MG小象中长款加厚棉衣女2018冬季新款宽松原宿棉袄学生休闲棉服潮; C. 格润雅超火裤子女2018新款垂感宽松阔腿长裤韩版时尚高腰大脚裤夏; D. FION/菲安妮女包迷你斜挎小包包 休闲时尚单肩包女 翅膀包手拿包; E. ZOWZOW呛口小辣椒裙子夏女2018新款连衣裙收腰背带裙女短裙Z18101; F. 破洞牛仔裤女2019新款高腰网红老爹裤直筒韩版显瘦宽松九分乞丐裤; G. LR女鞋Luxury Rebel会员专享价99元秒杀（不支持退款退换货）; H. 三小姐的咖啡夏装2019新款女收腰显瘦漏锁骨印花连衣裙大摆LA0058; I. 夏天chic小包包2018新款潮韩版简约百搭手提单肩斜挎ins编织女包; J. 不过膝2018新款长筒靴加绒女靴秋冬单靴中跟弹力瘦瘦靴子冬中筒靴
pog_dense,2024,6332,B,H,H,0,0,both_fail,True,10,True,H,0,both_fail,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[26446, 24847]","[25498, 6332, 11304, 10602, 15515, 9764, 17030, 14398, 21350, 14275]","[25498, 6332, 11304, 10602, 15515, 9764, 17030, 14398, 21350, 14275]","Candidate H has the highest BI co-occurrence signal (2) and the highest BI LightGCN similarity (0.976), indicating a strong historical association with the items in the bundle. Additionally, the item (fashionable high-heeled mules) complements the style of the existing bag and earrings.",1. 沐鱼包包女2019新款潮韩版百搭斜挎包时尚单肩小包时尚手提包女包; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 毛呢外套女小个子短款2018冬季新款韩版学生森系粉色呢子呢大衣潮; B. 2018秋季新款女装韩版中长款长袖假两件木耳边修身显瘦黑色连衣裙; C. YUBUER2019新款韩版学生百褶半身裙短裤女春短裙A字裙两件套裤裙; D. GXG男装 2018夏季商场同款黑色短袖POLO衫翻领T恤男#182224306; E. 苏家牛仔 春季新款浅色磨白牛仔裤女宽松萝卜裤中腰哈伦垮裤长裤; F. 柒柒家新款春季港风宽松百搭印花头像ins同款潮人t恤上衣女2019; G. LOSEA 马毛锁扣包包女2018新款时尚小方包女包百搭单肩斜挎小包女; H. 高跟拖鞋女夏2019新款时尚百搭穆勒鞋铆钉尖头细跟半包头凉拖外穿; I. 玛玛绨2019春装新款时尚印花宽松高腰原宿社会束脚哈伦裤女休闲裤; J. SXF圣希梵男士卫衣 套头2019春秋新款外衣圆领刺绣外套潮牌卫衣男
pog_dense,2050,30318,I,C,I,0,1,fail_to_success,True,10,True,I,1,both_success,metadata_fit|bi_signal|ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|ui_signal|bi_lightgcn_similarity,embedding_similarity|ui_lightgcn_similarity,high,"[13807, 23196]","[6213, 16744, 31075, 5497, 21612, 21841, 29230, 28017, 30318, 5799]","[6213, 16744, 31075, 5497, 21612, 21841, 29230, 28017, 30318, 5799]","Option I has the highest BI co-occurrence (3) and UI overlap (55) signals, as well as the highest bi_lightgcn_similarity (0.9117), indicating a strong historical association with the items in the bundle, despite the category mismatch. Other options with higher metadata_fit (like B or E) lack the strong co-occurrence signals.",1. 邪恶先生复古纯色立体羊毛呢贝雷帽子女秋冬休闲小礼帽文艺画家帽; 2. 小瑞靓包菱格链条包小香风包包女2019新款单肩斜挎时尚百搭小方包,A. 斜肩卫衣+条纹不对称拼接衬衫连衣裙两件套; B. 冬天毛绒女帽子韩版潮字母刺绣休闲百搭鸭舌帽秋季2018新款棒球帽; C. 柔美不失优雅 高领宽松柔软羊毛羊绒毛衣女2018新款秋冬上衣; D. 粗跟小皮鞋女2019春季新款英伦复古皮带扣方头方扣女鞋大小码单鞋; E. 包包女2019新款斜挎单肩包女士流苏时尚大气手提包大容量简约女包; F. 巴掌家欧洲站重工印花条纹毛衣女宽松套头冬季2018新款羊毛针织衫; G. BINBIN名媛淑女裤子女装夏2018新款宽松连衣裤高腰九分阔腿连体裤; H. 2018夏季新款女装韩版polo领粉紫色短袖连衣裙宽松小清新裙子女夏; I. 复古少女心金箔亚克力耳环女韩国气质长款个性纯银耳坠耳饰R014; J. DHH日系韩版文艺小清新白色帆布包女单肩包韩国学生简约搭手提袋
pog_dense,2089,13003,F,I,F,0,1,fail_to_success,True,10,True,E,0,fail_to_success,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_signal|ui_lightgcn_similarity,medium,"[30318, 12422]","[17790, 23023, 15525, 15337, 13567, 13003, 3697, 21738, 10952, 4734]","[17790, 23023, 15525, 15337, 13567, 13003, 3697, 21738, 10952, 4734]","Candidate F (a pleated skirt) has the highest LightGCN embedding similarity (0.3758) and a positive UI co-occurrence signal (4), making it a stylistically appropriate addition to the existing outfit consisting of retro earrings and a handbag.",1. 复古少女心金箔亚克力耳环女韩国气质长款个性纯银耳坠耳饰R014; 2. HFresh 拼色手提包包 女包2019新款 时尚斜挎包女单肩真皮女包,A. 毛菇小象条纹t恤女纯棉圆领宽松上衣2018夏新款打底衣服显瘦体恤; B. ONE MORE2018春装新款背带裤女拼接七分裤牛仔裤毛毛边软妹直筒裤; C. 韩都衣舍旗舰店裤子2018新款韩版女装磨破蓝色铅笔裤牛仔裤女宽松; D. KissKitty夏季新款竹节纹羊皮金属扣式平跟凉拖鞋女; E. 高级感小包包女包新款2019手提斜挎包百搭ins洋气质感网红小黑包; F. 「Misaz x 12.12」- 中长款百褶裙; G. 夕蒙2019新款春秋薄款港味韩版休闲中长款学生流行风衣外套女过膝; H. LR女鞋Luxury Rebel夏新款粗高跟浅金色玛丽珍凉鞋时尚婚鞋; I. 金米欧kimio少女手表时尚大气防水学生女表小清新手链石英表女士; J. 小谷粒网纱半身裙2018春季女装新品+时尚港味连衣裙中长款两件套
pog_dense,2115,28092,D,B,B,0,0,both_fail,True,10,True,A,0,both_fail,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[6178, 27114]","[20631, 24850, 8021, 28092, 13046, 27409, 2220, 19892, 25939, 17400]","[20631, 24850, 8021, 28092, 13046, 27409, 2220, 19892, 25939, 17400]","The partial outfit consists of a dress and a hat. Option B (earrings) is a complementary accessory that fits the 'sweet/feminine' style of the dress and hat, whereas the other options are redundant clothing items (dresses) or footwear that do not fit the established theme as well as jewelry.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
pog_dense,2116,1549,A,A,A,1,1,both_success,True,10,True,J,0,fail_to_success,metadata_fit|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,ui_signal|bi_lightgcn_similarity,medium,"[20998, 13413]","[1549, 8021, 17628, 16945, 28062, 30186, 21617, 17472, 4722, 29470]","[1549, 8021, 17628, 16945, 28062, 30186, 21617, 17472, 4722, 29470]","The partial outfit consists of a wool coat and a shoulder bag. Option A (a pleated wool skirt) is a highly complementary clothing item for a winter outfit featuring a wool coat, fitting the 'literary/retro' style mentioned in the coat's description. While Option F has a category match, it is another coat, which is redundant. Option A has the highest bi_lightgcn_similarity among the clothing options, suggesting it fits the style profile of the bundle well.",1. 小镇姗姗诗话小镇外套女2018新款文艺复古牛角扣连帽加厚毛呢大衣; 2. 包包女2018新款斜挎包女单肩包菱格链条包大包2019百搭潮chic女包,A. L33 百褶裙女秋冬中长款秘裙学生a字大摆毛呢半身裙ins超火的裙子; B. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; C. 小白鞋女2018春新款平底休闲韩版百搭板鞋学生帆布鞋ins女鞋; D. 蓝妃黑色袜靴子女秋冬2017新款尖头高跟弹力靴女细跟尖头中筒靴Q; E. EEKE Studio 圆圈耳环女星月晶钻耳坠高级感简约气质不对称耳饰; F. 于momo2018秋冬新款森系阿尔巴卡双面呢绵羊毛大衣女中长呢子外套; G. UGG早秋女士休闲单鞋步行系列运动板小白鞋 1019108; H. 三彩2017冬装新品半高领字母粗毛线宽松打底毛衣女短款针织衫; I. EZ14 浅蓝色牛仔裤女 2018修身流苏牛仔裤子女紧身小脚裤 UM81006; J. STARTOWN原创设计包包女2019新款手提包复古休闲方包单肩包女挎包
pog_dense,2116,30641,A,A,A,1,1,both_success,True,10,True,J,0,fail_to_success,metadata_fit|bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[20998, 13413]","[30641, 8021, 17628, 16945, 28062, 30186, 21617, 17472, 4722, 29470]","[30641, 8021, 17628, 16945, 28062, 30186, 21617, 17472, 4722, 29470]","Option A has a positive BI co-occurrence signal (1) and a high BI LightGCN similarity (0.935), suggesting it is frequently paired with the existing items in the outfit. While other options like F or J have category matches, A provides a complementary accessory (beret) that fits the 'literary retro' style of the coat.",1. 小镇姗姗诗话小镇外套女2018新款文艺复古牛角扣连帽加厚毛呢大衣; 2. 包包女2018新款斜挎包女单肩包菱格链条包大包2019百搭潮chic女包,A. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; B. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; C. 小白鞋女2018春新款平底休闲韩版百搭板鞋学生帆布鞋ins女鞋; D. 蓝妃黑色袜靴子女秋冬2017新款尖头高跟弹力靴女细跟尖头中筒靴Q; E. EEKE Studio 圆圈耳环女星月晶钻耳坠高级感简约气质不对称耳饰; F. 于momo2018秋冬新款森系阿尔巴卡双面呢绵羊毛大衣女中长呢子外套; G. UGG早秋女士休闲单鞋步行系列运动板小白鞋 1019108; H. 三彩2017冬装新品半高领字母粗毛线宽松打底毛衣女短款针织衫; I. EZ14 浅蓝色牛仔裤女 2018修身流苏牛仔裤子女紧身小脚裤 UM81006; J. STARTOWN原创设计包包女2019新款手提包复古休闲方包单肩包女挎包
pog_dense,2159,13302,H,D,H,0,1,fail_to_success,True,10,True,H,1,both_success,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_signal,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[1341, 7814]","[3030, 12126, 28608, 27531, 18089, 23363, 24982, 13302, 17511, 7064]","[3030, 12126, 28608, 27531, 18089, 23363, 24982, 13302, 17511, 7064]","The partial outfit consists of a summer dress and a white leather shoulder bag. Option H (ins小白鞋) is a versatile, casual white sneaker that complements the 'chic' and 'gentle' style of the dress and the practical, minimalist nature of the white leather bag. Crucially, it is the only option with a positive UI co-occurrence signal (UI_signal: 2), indicating it is frequently purchased by users who also interact with items in this bundle category.",1. S家潮牌夏季裙子两件套法国小众套装裙仙女裙chic温柔纱裙连衣裙; 2. 白色软牛皮单肩包简约百搭小托特包通勤斜跨包文艺小清新真皮女包,A. 萌大志｜灯芯绒半身裙女秋冬 复古高腰显瘦条绒a字裙灯草绒短裙子; B. Ayuko 小吊带背心女外穿2018夏季新款黑色上衣修身性感打底背心; C. 尖头2018秋冬季新款韩版百搭绒面小跟短靴女靴性感细跟高跟女鞋子; D. Artmu阿木春季新款韩版休闲小白鞋女牛皮平底单鞋系带百搭运动鞋; E. 范思蓝恩短袖酒红色小个子雪纺连衣裙女夏高腰收腰露肩裙子a字裙; F. 艾尤 学院风韩国纯色灯芯绒八角帽子女复古报童帽简约文艺画家帽; G. 可爱毛毛链条小包包2018新款潮韩版百搭个性简约斜挎chic少女包萌; H. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; I. 【QC】MIUCO民族中国风刺绣彩色盘扣修身改良旗袍连衣裙k; J. 秋季新款韩版小白鞋女真皮系带基础款厚底学生鞋轻便街拍旅游鞋潮
pog_dense,2287,8355,H,F,F,0,0,both_fail,True,10,True,,,,metadata_fit|bi_signal|ui_signal,bi_signal,metadata_fit|ui_signal,medium,"[17204, 13302]","[6980, 4898, 20633, 2965, 20142, 5625, 8908, 8355, 8542, 28594]","[6980, 4898, 20633, 2965, 20142, 5625, 8908, 8355, 8542, 28594]","The partial outfit consists of a sweatshirt (top) and sneakers (shoes). To complete the outfit, a bottom piece is required. Option F (jeans) is the most logical and appropriate clothing item to complete this casual outfit, despite the retrieval signals being weak across all options.",1. （下）2019春装新款粉色刺绣拼色圆领短款卫衣女套头宽松运动上衣; 2. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲,A. millie's/妙丽系带松糕厚底英伦学院风女单鞋LWS26AM6; B. 唯美冰花耳坠S925纯银耳环正品韩版百搭防过敏流苏女款时尚网红; C. VERAMOON 黑色亮片格纹蓬蓬收腰钻扣外套女冬短款棉衣灯笼袖棉服; D. 韩都衣舍2019韩版春装新款外搭开衫毛衣外套针织衫女GQ7918耒; E. 复古皮带女真皮纯牛皮简约百搭韩国宽腰带女装饰韩版学生牛仔裤带; F. 莉贝琳冬季加绒弹力紧身牛仔裤女2018新款修身长裤高腰显瘦小脚裤; G. 九月陌墨 2019夏季新款女装时尚刺绣拼接上衣女 半袖雪纺衫两件套; H. ELLE女包牛皮斜挎包62140单肩包小包女手机包迷你手提包女包; I. MONA 半身裙女夏中长款2018新款拼接撞色高腰ulzzang长款百褶裙; J. 裙子秋女2018新款ins超火的半身裙秋冬复古chic中长款针织包臀裙
pog_dense,2450,19727,D,D,D,1,1,both_success,True,10,True,D,1,both_success,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity|bi_lightgcn_similarity,embedding_similarity,medium,"[29312, 3499]","[21194, 26433, 29892, 19727, 12693, 21700, 27724, 21139, 7799, 30501]","[21194, 26433, 29892, 19727, 12693, 21700, 27724, 21139, 7799, 30501]","The partial outfit consists of a pair of white high heels and a mesh dress, which are elegant and feminine items. Option D (a clover necklace) is a complementary accessory that fits the 'fairy' (仙女) aesthetic described in the dress. Furthermore, Option D has the highest `bi_lightgcn_similarity` (0.9868) among all candidates, indicating a strong learned association with the bundle context.",1. 白色高跟鞋细跟小码2019春季新款单鞋女百搭仙女裸色伴娘婚鞋皮鞋; 2. 网纱连衣裙女香影2018春秋新款高腰百褶裙超仙女裙镂空蕾丝长裙潮,A. 黑色仿麂皮绒裙子2018新款秋冬季鹿皮高腰复古a字chic半身短裙女; B. 断码清仓  2018冬季新款高端女装欧美大牌修身中长款开叉时装裙; C. 红黑撞色拼接荷叶花边高腰A字伞摆连衣裙; D. 卡蒂罗四叶草项链小众设计锁骨链女潮纯银网红吊坠镶施华洛世奇锆; E. 两三事波士顿艺术博物馆授权 初蒙阿蒂布 夏新款印花不对称半身裙; F. MG小象牛角扣毛呢外套女中长款纯色上衣秋冬2018新款甜美连帽大衣; G. 张子萱白色短袖t恤女装2018新款纯棉修身打底衫宽松显瘦上衣体恤#; H. 枪枪家春夏韩版中长款白色气质包臀毛衣裙V领坑条针织连衣裙女; I. Givenchy/纪梵希水晶手镯欧美饰品镶钻手镯新款气质女士手环手链; J. 韩都衣舍2018新款女装春装韩版字母织带连帽长袖卫衣OEJ7973廵
pog_dense,2478,13228,E,A,E,0,1,fail_to_success,True,10,True,E,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,embedding_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,medium,"[23919, 24847]","[18822, 19284, 13253, 20312, 13228, 8902, 18953, 30503, 2936, 17991]","[18822, 19284, 13253, 20312, 13228, 8902, 18953, 30503, 2936, 17991]","Candidate E (a stylish chain bag) has the highest BI support (1) and the highest BI lightgcn similarity (0.8258), making it a strong complementary accessory for the existing outfit consisting of high-heeled sandals and earrings. Candidate A also has BI support, but a bag is generally a more versatile and common addition to a complete outfit bundle than a specific dress.",1. Nine West/玖熙2018春夏新款流苏粗高跟鞋女 复古方头一字带凉鞋; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 奥芝国 法式风 冰丝黑白两色条纹镂空针织 A字高腰中裙连衣裙; B. CHACHA复古长袖chic长裙法式少女茶歇裙高领秋冬打底卫衣连衣裙; C. 糖力2018冬装新款港味复古女生帅气裤子流苏开叉长款阔腿休闲裤女; D. YUBUER2019春新款修身白色V领蕾丝连衣裙女中长款收腰短袖A字裙; E. 包包女2019新款铆钉菱格链条包韩版女包百搭迷你小方包单肩斜挎包; F. T夏季男士棉麻九分束脚裤亚麻休闲裤修身小脚裤哈伦宽松裤子潮; G. 韩都衣舍韩版女装冬新款牛仔加厚外套中长款棉衣棉服CQ7495莀; H. A21新款冬季牛仔裤男修身低腰弹力黑色裤子男小脚裤加绒潮流长裤; I. 帽仕汇 帽子女冬天韩版毡帽圆顶毛呢渔夫帽秋冬名媛优雅羊毛礼帽; J. 春款方头平底低跟单鞋女 漆皮方扣浅口百搭舒适淑女粗跟ins温柔风
pog_dense,2691,592,B,F,E,0,0,both_fail,True,10,True,E,0,both_fail,ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[27486, 29124]","[4632, 592, 24285, 26351, 18896, 17240, 17599, 841, 27761, 2448]","[4632, 592, 24285, 26351, 18896, 17240, 17599, 841, 27761, 2448]","The partial outfit consists of a floral dress and a shoulder bag. Option E (thick-soled sneakers) has the highest 'bi_lightgcn_similarity' (0.97) and the highest 'ui_signal' (3), indicating a strong historical co-occurrence pattern with similar items in fashion bundles, making it the most statistically likely completion.",1. 【现货】EM 新款时尚腰封V领灯笼袖碎花长袖连衣裙女中长款潮; 2. 【南风】复古流浪包包女2019新款时尚百搭简约女包单肩斜挎链条包,A. 九月陌墨 2019夏季新款女装印花露肩连衣裙女 韩版宽松气质裙子; B. 2019春季新款尖头铆钉韩版猫跟女鞋高跟鞋女细跟浅口时尚百搭单鞋; C. 热风春新款小清新尖头刺绣高跟鞋一字带浅口单鞋女H04W8125; D. 马切达秋冬男装日系复古个性印花圆领卫衣青年潮流休闲宽松套头衫; E. 冬季老爹鞋女ulzzang原宿加绒百搭超火厚底运动鞋网红增高智熏鞋; F. S925银针圆圈大小珍珠耳环韩国灰色水晶气质百搭简约时尚耳钉饰女; G. 麻霖文艺原创棉麻女装2019新款秋装肌理棉重磅刺绣连衣裙女中长款; H. 网纱连衣裙女装春装2019新款韩版流行短袖拼接高腰中长蛋糕裙子夏; I. SN原创女装2018夏季新款潮港味复古小吊带女上衣小背心女外穿; J. 度假小姐黑色裤子女夏微喇叭裤印花阔腿裤宽松长裤复古休闲沙滩裤
